,umur,produk,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,warna_kulit,tone_kulit,value
6150,19 - 24,C White Lightening Serum,4.4,645,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 month - 3 months,0,5,Medium Light,Neutral,1
6160,25 - 29,Pore Tightening & Oil Control Moist Serum,4.8,2176,Instagram,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Light,Neutral,1
6161,19 - 24,Ultralight Hydraglow Day Cream,4.9,720,Sample,Day Cream,Moisturizer,Normal,1 week - 1 month,1,5,Light,Cool,1
6162,19 - 24,Let It Glow Hydraveil Primer Serum,4.4,81,Tokopedia,Corrector \\u0026 Primer,Face,Oily,1 week - 1 month,1,5,Medium,Warm,1
6164,19 - 24,C White Night Moisturizer,4.8,3463,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,1,4,Dark,Neutral,1
6165,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.7,21,Instagram,Sun Protection,Moisturizer,Oily,Less than 1 week,1,5,Medium,Warm,1
6168,18 and Under,C White Lightening Serum,4.6,176,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Medium,Warm,1
6176,19 - 24,Ultralight Hydraglow Day Cream,4.2,4447,FD Try and Review,Day Cream,Moisturizer,Oily,1 month - 3 months,1,5,Medium Dark,Neutral,1
6188,25 - 29,C White Night Moisturizer,4.9,177,Instagram,Night Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
6192,19 - 24,C White Lightening Serum,3.3,646,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Neutral,1
6193,19 - 24,C White Lightening Serum,4.2,79,FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,1 month - 3 months,1,5,Medium Dark,Neutral,1
6194,30 - 34,Ultralight Hydraglow Day Cream,4.8,7935,Shopee,Day Cream,Moisturizer,Oily,1 week - 1 month,1,5,Medium Dark,Neutral,1
6198,19 - 24,Ultralight Hydraglow Day Cream,5.0,656,Instagram,Day Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
6205,19 - 24,C-White Perfect Radiance Night Moisturizer,4.0,4697,Shopee,Night Cream,Moisturizer,Dry,1 week - 1 month,0,5,Medium,Neutral,1
6206,25 - 29,C White Lightening Serum,5.0,1145,Shopee,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,1,5,Medium Light,Neutral,1
6217,19 - 24,C White Lightening Serum,3.4,13,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Light,Cool,1
6221,19 - 24,C-White Perfect Radiance Night Moisturizer,4.9,9,Shopee,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Light,Cool,1
6224,25 - 29,C White Lightening Serum,4.2,1394,Shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,1,5,Medium Light,Warm,1
6226,19 - 24,Ultralight Hydraglow Day Cream,4.6,1335,FD Try and Review,Day Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium,Neutral,1
6228,25 - 29,C White Lightening Serum,3.9,35,FD Try and Review,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
6229,30 - 34,Ultralight Hydraglow Day Cream,4.0,4693,Instagram,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium,Warm,1
6233,30 - 34,C White Lightening Serum,4.0,4692,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Light,Neutral,1
6235,25 - 29,C-White Perfect Radiance Night Moisturizer,5.0,3,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Light,Warm,1
6239,25 - 29,C White Lightening Serum,5.0,655,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Medium,Neutral,1
6249,19 - 24,C-White Perfect Radiance Night Moisturizer,4.9,35,Shopee,Night Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium,Neutral,1
6251,19 - 24,C-White Perfect Radiance Night Moisturizer,4.0,2552,FD Flash Sale,Night Cream,Moisturizer,Normal,1 week - 1 month,0,5,Medium Light,Neutral,1
6252,25 - 29,C White Lightening Serum,4.9,46,FD Flash Sale,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Medium,Warm,1
6261,25 - 29,C-White Perfect Radiance Night Moisturizer,5.0,79,Beauty Studio,Night Cream,Moisturizer,Combination,1 month - 3 months,0,5,Medium,Neutral,1
6264,19 - 24,C White Lightening Serum,4.9,32,Shopee,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium,Neutral,1
6268,25 - 29,C White Lightening Serum,4.2,476,Beauty Studio,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,1,5,Medium Light,Neutral,1
6269,30 - 34,Hydrasoothe Sunscreen Gel SPF 45+++,3.8,127,Tokopedia,Sun Protection,Moisturizer,Combination,1 week - 1 month,1,4,Medium,Warm,1
6279,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,3.2,22,Shopee,Sun Protection,Moisturizer,Combination,3 months - 6 months,0,5,Medium Light,Neutral,1
6290,35 - 39,Matte My Day Hydraveil Primer Serum,4.1,53,Instagram,Corrector \\u0026 Primer,Face,Oily,Less than 1 week,1,5,Medium Dark,Warm,1
6296,25 - 29,Ultralight Hydraglow Day Cream,4.8,542,Instagram,Day Cream,Moisturizer,Normal,1 week - 1 month,0,5,Medium Dark,Warm,1
6303,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,3.7,78,Shopee,Sun Protection,Moisturizer,Normal,1 week - 1 month,1,3,Medium,Neutral,1
6304,19 - 24,C White Lightening Serum,4.3,574,Brand website,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Medium,Warm,1
6306,19 - 24,C White Night Moisturizer,4.8,2164,Instagram,Night Cream,Moisturizer,Oily,6 months - 1 year,1,5,Medium,Neutral,1
6312,19 - 24,C White Lightening Serum,4.7,93,Instagram,Serum \\u0026 Essence,Treatment,Oily,6 months - 1 year,1,5,Medium Dark,Warm,1
6323,25 - 29,Pore Tightening & Oil Control Moist Serum,5.0,241,Brand website,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
6326,25 - 29,Ultralight Hydraglow Day Cream,4.5,1497,Instagram,Day Cream,Moisturizer,Oily,1 week - 1 month,1,5,Medium Light,Neutral,1
6328,25 - 29,Ultralight Hydraglow Day Cream,4.7,628,FD Flash Sale,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
6329,25 - 29,C White Lightening Serum,4.8,257,FD Flash Sale,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,0,5,Light,Neutral,1
6334,30 - 34,C White Lightening Serum,4.4,50,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
6335,25 - 29,Ultralight Hydraglow Day Cream,4.5,1130,PR Package,Day Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium Dark,Cool,1
6337,19 - 24,C White Lightening Serum,4.5,68,PR Package,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Warm,1
6338,18 and Under,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,1,Shopee,Sun Protection,Moisturizer,Dry,3 months - 6 months,0,5,Medium,Neutral,1
6341,30 - 34,Ultralight Hydraglow Day Cream,4.8,2163,Instagram,Day Cream,Moisturizer,Dry,1 week - 1 month,1,5,Medium,Neutral,1
6359,19 - 24,Anti Acne & Brightening Serum,4.9,106,Tokopedia,Acne Treatment,Treatment,Combination,1 month - 3 months,1,5,Medium,Neutral,1
6381,18 and Under,C White Lightening Serum,4.8,256,FD Flash Sale,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
6382,25 - 29,C White Night Moisturizer,4.4,7,Instagram,Night Cream,Moisturizer,Dry,1 week - 1 month,1,5,Medium,Neutral,1
6389,19 - 24,C White Lightening Serum,5.0,2,Instagram,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,1,5,Medium,Neutral,1
6390,35 - 39,Soothing & Hydrating Aloe Vera Gel,4.6,46,Traditional market,Skin Soothing Treatment,Treatment,Combination,1 week - 1 month,1,5,Light,Neutral,1
6404,25 - 29,C White Lightening Serum,4.3,57,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Medium,Neutral,1
6420,18 and Under,C White Lightening Serum,4.6,91,Shopee,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
6421,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.2,105,Shopee,Sun Protection,Moisturizer,Dry,1 week - 1 month,1,5,Medium,Warm,1
6423,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.5,23,Shopee,Night Cream,Moisturizer,Dry,1 week - 1 month,0,5,Medium,Warm,1
6427,30 - 34,Azarine C-White Perfect Radiance Night Moisturizer,4.8,2155,Shoppe,Night Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium Light,Warm,1
6429,25 - 29,Skinfit Essence Toner,5.0,1,Tokopedia,Toner,Cleanser,Oily,1 month - 3 months,1,3,Medium,Neutral,1
6430,19 - 24,C White Lightening Serum,4.3,236,Shopee,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Medium,Neutral,1
6431,30 - 34,Azarine C-White Perfect Radiance Night Moisturizer,4.9,211,Instagram,Night Cream,Moisturizer,Oily,1 month - 3 months,1,5,Medium,Neutral,1
6432,19 - 24,C White Lightening Serum,4.4,23,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 month - 3 months,1,5,Medium,Neutral,1
6434,19 - 24,C White Lightening Serum,4.2,170,Brand website,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Dark,Neutral,1
6438,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,3.9,218,Brand website,Night Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium Light,Warm,1
6441,19 - 24,C White Lightening Serum,4.4,681,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Medium Light,Neutral,1
6444,19 - 24,C White Night Moisturizer,4.8,3460,Instagram,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium,Neutral,1
6445,19 - 24,Ultralight Hydraglow Day Cream,4.9,28,FD Try and Review,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
6446,19 - 24,C White Lightening Serum,4.3,89,Instagram,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,1,5,Medium,Warm,1
6449,25 - 29,C White Lightening Serum,3.6,28,FD Flash Sale,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,1,5,Medium Light,Cool,1
6465,35 - 39,Easy White Light Moist Day Cream SPF 25 ++,4.5,746,Tokopedia,Day Cream,Moisturizer,Combination,3 months - 6 months,0,4,Medium,Neutral,1
6476,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.3,1674,FD Try and Review,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium,Warm,1
6508,19 - 24,Anti Acne & Brightening Serum,4.8,2149,Gift,Acne Treatment,Treatment,Oily,More than 1 year,0,5,Medium Dark,Warm,1
6519,25 - 29,C White Lightening Serum,4.7,1189,Brand website,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Warm,1
6525,19 - 24,C White Night Moisturizer,4.6,60,Shopee,Night Cream,Moisturizer,Normal,Less than 1 week,0,5,Medium,Neutral,1
6537,25 - 29,Ultralight Hydraglow Day Cream,4.7,1705,Brand website,Day Cream,Moisturizer,Normal,1 week - 1 month,1,5,Medium,Warm,1
6538,19 - 24,C White Lightening Serum,4.9,40,Shopee,Serum \\u0026 Essence,Treatment,Oily,1 month - 3 months,1,5,Medium Light,Neutral,1
6544,19 - 24,C White Night Moisturizer,4.5,2848,Shopee,Night Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
6548,19 - 24,C White Lightening Serum,4.2,475,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Warm,1
6550,19 - 24,C White Night Moisturizer,4.1,3906,Shopee,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Medium Light,Cool,1
6573,25 - 29,Ultralight Hydraglow Day Cream,4.3,3009,Instagram,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium,Neutral,1
6574,18 and Under,C White Lightening Serum,4.5,10,Instagram,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium,Neutral,1
6583,19 - 24,Instant Glow Peel Off Nail Serum,4.9,544,Shopee,Vitamin \\u0026 Treatment,Nails,Combination,Less than 1 week,0,5,Light,Cool,1
6589,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,4.9,709,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Light,Neutral,1
6596,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,4.8,2142,Instagram,Night Cream,Moisturizer,Normal,Less than 1 week,0,5,Light,Neutral,1
6597,25 - 29,C White Lightening Serum,4.8,2141,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,0,5,Medium,Warm,1
6600,25 - 29,C White Lightening Serum,4.1,273,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,0,5,Light,Warm,1
6605,25 - 29,Ultralight Hydraglow Day Cream,4.4,832,Brand website,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium,Neutral,1
6610,18 and Under,C White Lightening Serum,4.9,543,Sample,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium,Neutral,1
6614,19 - 24,Let It Glow Hydraveil Primer Serum,4.4,9,Brand website,Corrector \\u0026 Primer,Face,Combination,Less than 1 week,1,5,Medium,Neutral,1
6619,19 - 24,C White Lightening Serum,4.9,706,Brand website,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
6622,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.4,208,Shopee,Sun Protection,Moisturizer,Combination,3 months - 6 months,1,5,Medium Light,Warm,1
6627,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.8,2138,Shopee,Sun Protection,Moisturizer,Combination,1 week - 1 month,0,5,Medium Light,Neutral,1
6628,18 and Under,Azarine C-White Perfect Radiance Night Moisturizer,4.5,464,Shopee,Night Cream,Moisturizer,Dry,1 week - 1 month,1,5,Medium Light,Warm,1
6633,19 - 24,C White Lightening Serum,4.1,284,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Dark,Neutral,1
6638,19 - 24,C White Night Moisturizer,4.7,28,Beauty Studio,Night Cream,Moisturizer,Dry,1 month - 3 months,0,5,Medium Light,Cool,1
6646,18 and Under,Azarine C-White Perfect Radiance Night Moisturizer,4.9,2371,FD Flash Sale,Night Cream,Moisturizer,Combination,Less than 1 week,0,5,Medium,Neutral,1
6650,19 - 24,C White Lightening Serum,3.6,13152,Beauty Studio,Serum \\u0026 Essence,Treatment,Combination,More than 1 year,0,5,Medium,Neutral,1
6661,19 - 24,Magic Colour Lip Serum,4.6,70,Instagram,Lip Balm \\u0026 Treatments,Lips,Dry,1 week - 1 month,1,5,Medium,Neutral,1
6674,19 - 24,Ultralight Hydraglow Day Cream,5.0,34,Tokopedia,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
6678,19 - 24,C White Night Moisturizer,4.8,1416,Shopee,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium,Warm,1
6679,25 - 29,C White Lightening Serum,4.8,2136,Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
6681,19 - 24,Ultralight Hydraglow Day Cream,4.8,797,Shopee,Day Cream,Moisturizer,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
6682,19 - 24,Ultralight Hydraglow Day Cream,4.2,670,Brand website,Day Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium Light,Warm,1
6686,19 - 24,C White Lightening Serum,3.5,190,Shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,0,5,Medium Light,Warm,1
6692,19 - 24,C White Lightening Serum,5.0,33,Brand website,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,0,5,Medium,Cool,1
6699,25 - 29,Ultralight Hydraglow Day Cream,4.9,21,Shopee,Day Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium Light,Neutral,1
6700,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.8,2134,Shopee,Night Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium,Neutral,1
6702,19 - 24,C White Lightening Serum,4.8,2133,Shopee,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,1,5,Medium Light,Warm,1
6711,25 - 29,Magic Colour Lip Serum,3.5,1946,Instagram,Lip Balm \\u0026 Treatments,Lips,Combination,Less than 1 week,0,5,Light,Neutral,1
6713,30 - 34,Azarine C-White Perfect Radiance Night Moisturizer,4.3,3008,Instagram,Night Cream,Moisturizer,Combination,Less than 1 week,0,5,Medium Dark,Neutral,1
6714,18 and Under,Miraclear Herbal Peeling Serum,3.8,204,Shopee,Peeling,Treatment,Dry,1 month - 3 months,1,4,Medium Light,Warm,1
6720,25 - 29,C White Night Moisturizer,3.4,446,Shopee,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Light,Warm,1
6723,25 - 29,C White Lightening Serum,3.4,179,FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
6724,25 - 29,C White Lightening Serum,4.0,5,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Warm,1
6753,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.5,1496,Shopee,Night Cream,Moisturizer,Combination,1 month - 3 months,0,5,Medium Light,Neutral,1
6756,25 - 29,C White Lightening Serum,4.6,227,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,0,5,Medium Light,Neutral,1
6773,25 - 29,Ultralight Hydraglow Day Cream,4.9,1300,Instagram,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
6774,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.9,703,Official Brand Store,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Dark,Neutral,1
6776,19 - 24,Ultralight Hydraglow Day Cream,4.9,102,PR Package,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium Light,Neutral,1
6777,19 - 24,C White Lightening Serum,4.8,173,Instagram,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,0,5,Medium Light,Neutral,1
6780,30 - 34,C White Lightening Serum,5.0,164,Official Brand Store,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Light,Warm,1
6781,25 - 29,C White Lightening Serum,4.8,1412,PR Package,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Neutral,1
6782,18 and Under,Revitalizing Anti aging serum,4.3,621,Shopee,Serum \\u0026 Essence,Treatment,Oily,1 month - 3 months,0,5,Medium Light,Neutral,1
6788,19 - 24,Matte My Day Hydraveil Primer Serum,5.0,69,Instagram,Corrector \\u0026 Primer,Face,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
6789,18 and Under,Ultralight Hydraglow Day Cream,5.0,73,Shopee,Day Cream,Moisturizer,Combination,1 week - 1 month,1,4,Medium,Cool,1
6791,25 - 29,C White Lightening Serum,4.7,271,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,4,Medium Dark,Warm,1
6793,25 - 29,C White Lightening Serum,4.0,1583,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,0,4,Medium,Cool,1
6801,30 - 34,Anti Acne & Brightening Serum,4.8,1410,Instagram,Acne Treatment,Treatment,Combination,1 week - 1 month,0,5,Light,Warm,1
6804,19 - 24,Ultralight Hydraglow Day Cream,4.5,330,Instagram,Day Cream,Moisturizer,Oily,Less than 1 week,0,5,Medium Light,Neutral,1
6813,18 and Under,C White Lightening Serum,4.8,2126,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Light,Neutral,1
6818,35 - 39,Ultralight Hydraglow Day Cream,4.6,177,Instagram,Day Cream,Moisturizer,Combination,Less than 1 week,0,5,Medium Light,Neutral,1
6825,18 and Under,Pore Tightening & Oil Control Moist Serum,4.2,411,Brand website,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,0,5,Light,Cool,1
6848,18 and Under,Ultralight Hydraglow Day Cream,4.4,21,Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium,Neutral,1
6853,18 and Under,C White Lightening Serum,4.9,1472,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
6869,19 - 24,C White Lightening Serum,4.8,1407,Brand website,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,0,5,Medium,Warm,1
6878,19 - 24,C White Night Moisturizer,4.5,134,Instagram,Night Cream,Moisturizer,Normal,1 month - 3 months,0,5,Medium,Cool,1
6881,19 - 24,C White Lightening Serum,4.7,38,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,1,5,Medium Dark,Neutral,1
6885,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.8,1116,Shopee,Night Cream,Moisturizer,Normal,Less than 1 week,0,5,Medium,Neutral,1
6889,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.9,18,Instagram,Night Cream,Moisturizer,Combination,1 month - 3 months,0,5,Medium Light,Neutral,1
6890,25 - 29,C White Lightening Serum,4.6,11,FD Flash Sale,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Medium,Neutral,1
6891,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,4.5,122,Shopee,Night Cream,Moisturizer,Normal,1 month - 3 months,0,4,Light,Neutral,1
6892,25 - 29,C White Lightening Serum,4.4,8,Instagram,Serum \\u0026 Essence,Treatment,Oily,3 months - 6 months,0,5,Medium,Neutral,1
6897,25 - 29,C White Lightening Serum,3.5,129,Shopee,Serum \\u0026 Essence,Treatment,Oily,1 month - 3 months,0,5,Medium,Neutral,1
6915,19 - 24,C White Night Moisturizer,4.0,2087,FD Flash Sale,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Light,Neutral,1
6957,30 - 34,C White Night Moisturizer,4.2,6539,Whatsapp,Night Cream,Moisturizer,Combination,Less than 1 week,0,5,Medium,Warm,1
6958,19 - 24,C White Lightening Serum,4.9,1191,Whatsapp,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,0,5,Light,Neutral,1
6962,25 - 29,C White Lightening Serum,4.2,1364,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
6964,25 - 29,Ultralight Hydraglow Day Cream,5.0,1,Shopee,Day Cream,Moisturizer,Dry,1 week - 1 month,1,5,Medium,Warm,1
6972,30 - 34,C White Night Moisturizer,4.1,2404,Instagram,Night Cream,Moisturizer,Oily,1 week - 1 month,1,5,Light,Neutral,1
6974,25 - 29,C White Lightening Serum,4.4,17,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Dark,Warm,1
6975,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.3,11,Instagram,Sun Protection,Moisturizer,Combination,Less than 1 week,0,5,Medium,Neutral,1
6978,19 - 24,C White Night Moisturizer,4.9,9,Shopee,Night Cream,Moisturizer,Normal,1 week - 1 month,1,5,Medium,Warm,1
6988,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.5,43,Traditional market,Sun Protection,Moisturizer,Combination,Less than 1 week,1,5,Light,Cool,1
6991,25 - 29,Aloe Vera Hair Serum,4.6,53,Traditional market,Liquid,Vitamin \\u0026 Serum,Combination,1 week - 1 month,1,4,Medium Light,Neutral,1
6992,25 - 29,C White Night Moisturizer,4.4,59,Shopee,Night Cream,Moisturizer,Oily,1 week - 1 month,1,5,Medium Dark,Cool,1
6997,25 - 29,C White Lightening Serum,4.0,145,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,4,Medium,Neutral,1
7000,19 - 24,C White Lightening Serum,4.3,23,Shopee,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium,Neutral,1
7001,18 and Under,C White Night Moisturizer,4.4,479,FD Try and Review,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Light,Warm,1
7004,19 - 24,C White Lightening Serum,4.7,219,FD Try and Review,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Light,Cool,1
7029,25 - 29,Ultralight Hydraglow Day Cream,4.9,14,Instagram,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium,Neutral,1
7030,19 - 24,C White Lightening Serum,4.7,38,Shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,1,5,Medium,Warm,1
7032,19 - 24,C White Lightening Serum,4.7,585,Shopee,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Dark,Cool,1
7035,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,4.4,269,Shopee,Night Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium Light,Neutral,1
7041,30 - 34,C White Lightening Serum,5.0,946,Shopee,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Medium,Cool,1
7059,25 - 29,Ultralight Hydraglow Day Cream,5.0,1140,shopee,Day Cream,Moisturizer,Normal,Less than 1 week,1,5,Light,Neutral,1
7061,19 - 24,C White Night Moisturizer,4.9,65,Shopee,Night Cream,Moisturizer,Normal,1 week - 1 month,1,4,Medium Light,Warm,1
7069,19 - 24,C White Lightening Serum,4.8,42,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium,Warm,1
7070,19 - 24,Cleansing Moist Micellar Water,4.9,312,Shopee,Face,Makeup Remover,Normal,1 month - 3 months,0,3,Medium,Neutral,1
7071,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.8,3455,Brand website,Sun Protection,Moisturizer,Normal,Less than 1 week,1,5,Medium Light,Warm,1
7075,18 and Under,Soothing & Hydrating Aloe Vera Gel,4.0,1,Shopee,Skin Soothing Treatment,Treatment,Combination,More than 1 year,0,4,Medium,Neutral,1
7081,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.9,698,Shopee,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
7088,18 and Under,C White Lightening Serum,3.9,20143,rulialvianti92,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Warm,1
7090,19 - 24,C White Lightening Serum,4.9,697,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Warm,1
7098,19 - 24,C White Night Moisturizer,4.3,3000,Brand website,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium Light,Warm,1
7102,19 - 24,Oil Free Brightening Daily Moisturizer,3.6,42,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Oily,3 months - 6 months,0,5,Medium,Warm,1
7105,25 - 29,C White Lightening Serum,5.0,45,Shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,1,3,Medium Light,Warm,1
